"RaumNr","Raum","Oberthema","Zahl","Thema","Vergleichszahl","Vergleichstext","Bemerkungen"
3,"Kreis 3","Bauen & Wohnen",36.2,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.7,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
4,"Kreis 4","Bauen & Wohnen",36,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.6,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
5,"Kreis 5","Bauen & Wohnen",41.5,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.9,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
6,"Kreis 6","Bauen & Wohnen",41,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.8,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
7,"Kreis 7","Bauen & Wohnen",47.3,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",11.3,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
8,"Kreis 8","Bauen & Wohnen",44,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.5,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
9,"Kreis 9","Bauen & Wohnen",37.8,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
10,"Kreis 10","Bauen & Wohnen",40.9,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.8,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
11,"Kreis 11","Bauen & Wohnen",37.4,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.9,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
12,"Kreis 12","Bauen & Wohnen",33.9,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.1,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
110,"Rathaus","Bauen & Wohnen",41.9,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
120,"Hochschulen","Bauen & Wohnen",49.1,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",11.7,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
130,"Lindenhof","Bauen & Wohnen",44.4,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.6,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
140,"City","Bauen & Wohnen",43.5,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.4,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
210,"Wollishofen","Bauen & Wohnen",40.5,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.7,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
230,"Leimbach","Bauen & Wohnen",35.3,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.5,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
240,"Enge","Bauen & Wohnen",44.2,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.6,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
310,"Alt-Wiedikon","Bauen & Wohnen",38.3,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.2,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
330,"Friesenberg","Bauen & Wohnen",32.4,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",7.7,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
340,"Sihlfeld","Bauen & Wohnen",36.3,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.7,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
410,"Werd","Bauen & Wohnen",35.6,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.5,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
420,"Langstrasse","Bauen & Wohnen",38.4,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.2,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
440,"Hard","Bauen & Wohnen",34.2,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.2,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
510,"Gewerbeschule","Bauen & Wohnen",37.4,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.9,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
520,"Escher Wyss","Bauen & Wohnen",47.4,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",11.3,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
610,"Unterstrass","Bauen & Wohnen",39.1,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.4,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
630,"Oberstrass","Bauen & Wohnen",45.2,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.8,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
710,"Fluntern","Bauen & Wohnen",50.4,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",12,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
720,"Hottingen","Bauen & Wohnen",47,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",11.2,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
730,"Hirslanden","Bauen & Wohnen",44.8,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.7,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
740,"Witikon","Bauen & Wohnen",47.1,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",11.3,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
810,"Seefeld","Bauen & Wohnen",45,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.8,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
820,"Mühlebach","Bauen & Wohnen",43.3,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.4,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
830,"Weinegg","Bauen & Wohnen",43.9,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.5,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
910,"Albisrieden","Bauen & Wohnen",39.2,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.4,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
920,"Altstetten","Bauen & Wohnen",36.9,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.8,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1010,"Höngg","Bauen & Wohnen",42.5,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",10.2,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1020,"Wipkingen","Bauen & Wohnen",38.6,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.2,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1110,"Affoltern","Bauen & Wohnen",36.8,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.8,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1150,"Oerlikon","Bauen & Wohnen",39.2,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",9.4,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1190,"Seebach","Bauen & Wohnen",36.3,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.7,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1210,"Saatlen","Bauen & Wohnen",33.5,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1220,"Schwamendingen-Mitte","Bauen & Wohnen",35.3,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",8.5,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1230,"Hirzenbach","Bauen & Wohnen",33,"Durchschnittliche Wohnfläche (Quadratmeter pro Person)",7.9,"Anzahl Tischtennistische","Datenquelle: Gebäude- und Wohnungsregister (2018)"
0,"Ganze Stadt","Bauen & Wohnen",11279,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1,"Kreis 1","Bauen & Wohnen",1401,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
2,"Kreis 2","Bauen & Wohnen",970,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
3,"Kreis 3","Bauen & Wohnen",912,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
4,"Kreis 4","Bauen & Wohnen",1109,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
5,"Kreis 5","Bauen & Wohnen",550,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
6,"Kreis 6","Bauen & Wohnen",1365,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
7,"Kreis 7","Bauen & Wohnen",2066,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
8,"Kreis 8","Bauen & Wohnen",1041,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
9,"Kreis 9","Bauen & Wohnen",377,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
10,"Kreis 10","Bauen & Wohnen",685,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
11,"Kreis 11","Bauen & Wohnen",685,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
12,"Kreis 12","Bauen & Wohnen",118,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
110,"Rathaus","Bauen & Wohnen",656,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
120,"Hochschulen","Bauen & Wohnen",175,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
130,"Lindenhof","Bauen & Wohnen",342,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
140,"City","Bauen & Wohnen",228,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
210,"Wollishofen","Bauen & Wohnen",358,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
230,"Leimbach","Bauen & Wohnen",42,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
240,"Enge","Bauen & Wohnen",570,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
310,"Alt-Wiedikon","Bauen & Wohnen",389,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
330,"Friesenberg","Bauen & Wohnen",33,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
340,"Sihlfeld","Bauen & Wohnen",490,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
410,"Werd","Bauen & Wohnen",225,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
420,"Langstrasse","Bauen & Wohnen",700,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
440,"Hard","Bauen & Wohnen",184,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
510,"Gewerbeschule","Bauen & Wohnen",493,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
520,"Escher Wyss","Bauen & Wohnen",57,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
610,"Unterstrass","Bauen & Wohnen",661,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
630,"Oberstrass","Bauen & Wohnen",704,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
710,"Fluntern","Bauen & Wohnen",415,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
720,"Hottingen","Bauen & Wohnen",1119,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
730,"Hirslanden","Bauen & Wohnen",431,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
740,"Witikon","Bauen & Wohnen",101,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
810,"Seefeld","Bauen & Wohnen",369,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
820,"Mühlebach","Bauen & Wohnen",379,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
830,"Weinegg","Bauen & Wohnen",293,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
910,"Albisrieden","Bauen & Wohnen",154,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
920,"Altstetten","Bauen & Wohnen",223,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1010,"Höngg","Bauen & Wohnen",294,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1020,"Wipkingen","Bauen & Wohnen",391,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1110,"Affoltern","Bauen & Wohnen",194,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1150,"Oerlikon","Bauen & Wohnen",277,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1190,"Seebach","Bauen & Wohnen",214,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1210,"Saatlen","Bauen & Wohnen",2,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1220,"Schwamendingen-Mitte","Bauen & Wohnen",104,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1230,"Hirzenbach","Bauen & Wohnen",12,"Anzahl über 100-jährige Gebäude",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
0,"Ganze Stadt","Bauen & Wohnen",1100,"Baujahr des ältesten Gebäudes (Adresse: Zwingliplatz 7)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
1,"Kreis 1","Bauen & Wohnen",1100,"Baujahr des ältesten Gebäudes (Adresse: Zwingliplatz 7)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
2,"Kreis 2","Bauen & Wohnen",1299,"Baujahr des ältesten Gebäudes (Adresse: Leimbachstrasse 144)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
3,"Kreis 3","Bauen & Wohnen",1417,"Baujahr des ältesten Gebäudes (Adresse: Steinstrasse 8)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
4,"Kreis 4","Bauen & Wohnen",1510,"Baujahr des ältesten Gebäudes (Adresse: Martastrasse 109)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
5,"Kreis 5","Bauen & Wohnen",1200,"Baujahr des ältesten Gebäudes (Adresse: Hardturmstrasse 128)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
6,"Kreis 6","Bauen & Wohnen",1347,"Baujahr des ältesten Gebäudes (Adresse: Fürstweg 11)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
7,"Kreis 7","Bauen & Wohnen",1450,"Baujahr des ältesten Gebäudes (Adresse: Eierbrechtstrasse 56)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
8,"Kreis 8","Bauen & Wohnen",1500,"Baujahr des ältesten Gebäudes (Adresse: Flühgasse 17)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
9,"Kreis 9","Bauen & Wohnen",1600,"Baujahr des ältesten Gebäudes (Adresse: Albisriederstrasse 400)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
10,"Kreis 10","Bauen & Wohnen",1365,"Baujahr des ältesten Gebäudes (Adresse: Werdinsel 1)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
11,"Kreis 11","Bauen & Wohnen",1550,"Baujahr des ältesten Gebäudes (Adresse: Zehntenhausstrasse 7)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
12,"Kreis 12","Bauen & Wohnen",1696,"Baujahr des ältesten Gebäudes (Adresse: Bocklerstrasse 13)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
110,"Rathaus","Bauen & Wohnen",1100,"Baujahr des ältesten Gebäudes (Adresse: Zwingliplatz 7)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
120,"Hochschulen","Bauen & Wohnen",1500,"Baujahr des ältesten Gebäudes (Adresse: Florhofgasse 11)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
130,"Lindenhof","Bauen & Wohnen",1250,"Baujahr des ältesten Gebäudes (Adresse: St. Peterhofstatt 8)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
140,"City","Bauen & Wohnen",1720,"Baujahr des ältesten Gebäudes (Adresse: Tiefenhöfe 6)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
210,"Wollishofen","Bauen & Wohnen",1549,"Baujahr des ältesten Gebäudes (Adresse: Honrainweg 13)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
230,"Leimbach","Bauen & Wohnen",1299,"Baujahr des ältesten Gebäudes (Adresse: Leimbachstrasse 144)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
240,"Enge","Bauen & Wohnen",1300,"Baujahr des ältesten Gebäudes (Adresse: Kurfirstenstrasse 22)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
310,"Alt-Wiedikon","Bauen & Wohnen",1417,"Baujahr des ältesten Gebäudes (Adresse: Steinstrasse 8)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
330,"Friesenberg","Bauen & Wohnen",1834,"Baujahr des ältesten Gebäudes (Adresse: Bachtobelstrasse 255)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
340,"Sihlfeld","Bauen & Wohnen",1812,"Baujahr des ältesten Gebäudes (Adresse: Birmensdorferstrasse 150)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
410,"Werd","Bauen & Wohnen",1841,"Baujahr des ältesten Gebäudes (Adresse: Kalkbreitestrasse 2)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
420,"Langstrasse","Bauen & Wohnen",1833,"Baujahr des ältesten Gebäudes (Adresse: Langstrasse 78)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
440,"Hard","Bauen & Wohnen",1510,"Baujahr des ältesten Gebäudes (Adresse: Martastrasse 109)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
510,"Gewerbeschule","Bauen & Wohnen",1827,"Baujahr des ältesten Gebäudes (Adresse: Sihlquai 240)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
520,"Escher Wyss","Bauen & Wohnen",1200,"Baujahr des ältesten Gebäudes (Adresse: Hardturmstrasse 128)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
610,"Unterstrass","Bauen & Wohnen",1347,"Baujahr des ältesten Gebäudes (Adresse: Fürstweg 11)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
630,"Oberstrass","Bauen & Wohnen",1530,"Baujahr des ältesten Gebäudes (Adresse: Spyristrasse 31)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
710,"Fluntern","Bauen & Wohnen",1532,"Baujahr des ältesten Gebäudes (Adresse: Hinterbergstrasse 15)",,"Keine Vergleichszahl","Datenquelle: Gebäude- und Wohnungsregister (2018)"
